virus_name,refseq_id,host_name,virus_lineage,evidence
Escherchia phage Stokescottia,OR896820,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Tequintavirus; unclassified Tequintavirus,RefSeq
Escherchia phage Tuinin,OR896828,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Tempevirinae; Warwickvirus; unclassified Warwickvirus,RefSeq
Escherichia coli phage AZ21,LC788708,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Tequintavirus; unclassified Tequintavirus,
Escherichia coli phage AZ23,LC788707,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Tequintavirus; unclassified Tequintavirus,
Escherichia coli phage KS_S14,LC788706,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Tequintavirus; unclassified Tequintavirus,
Escherichia coli phage NG_A1,LC788705,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Tequintavirus; unclassified Tequintavirus,
Escherichia coli phage NG_S8,LC788711,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Epseptimavirus; unclassified Epseptimavirus,
Escherichia coli phage phiS,PP449093,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Krischvirus; unclassified Krischvirus,RefSeq
Escherichia coli phage Shin27,LC788709,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Epseptimavirus; unclassified Epseptimavirus,
Escherichia coli phage vB_EcoM_Shy,MT833282,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Andersonviridae; Ounavirinae; Felixounavirus; Felixounavirus shy,RefSeq
Escherichia coli phage vB_EcoS_Ace,MT833283,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Epseptimavirus; Epseptimavirus ace,RefSeq
Escherichia coli phage Wa28,LC788710,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Epseptimavirus; unclassified Epseptimavirus,
Escherichia phage 04922B,OP331230,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autotranscriptaviridae; Studiervirinae; Teseptimavirus; Teseptimavirus tv04922B,RefSeq
Escherichia phage 1-6af,OR983333,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mktvariviridae; Gordonclarkvirinae; Kuravirus; unclassified Kuravirus,RefSeq
Escherichia phage 1-6bf,OR983334,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mktvariviridae; Gordonclarkvirinae; Kuravirus; unclassified Kuravirus,RefSeq
Escherichia phage 10W,OM475433,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Peduovirus; unclassified Peduovirus,RefSeq
Escherichia phage 11W,NC_070902,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Peduovirus; Peduovirus 11W,RefSeq
Escherichia phage 121/2022-2B,OR958571,Escherichia coli,Viruses; unclassified bacterial viruses,RefSeq
Escherichia phage 121Q,NC_025447,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Asteriusvirus; Asteriusvirus av121Q,RefSeq
Escherichia phage 12W,OM475434,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Peduovirus; unclassified Peduovirus,RefSeq
Escherichia phage 13a,NC_011045,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autotranscriptaviridae; Studiervirinae; Teseptimavirus; Teseptimavirus 13a,RefSeq
Escherichia phage 172-1,NC_028903,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mktvariviridae; Gordonclarkvirinae; Kuravirus; Kuravirus kv1721,RefSeq
Escherichia phage 1720a-02,KF030445,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Escherichia phage 186,NC_001317,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Eganvirus; Eganvirus ev186,UniProt
Escherichia phage 1W,OM475428,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bievrevirus; unclassified Bievrevirus,RefSeq
Escherichia phage 204576,CP025907,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Escherichia phage 21,OL657228,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Jouyvirus; unclassified Jouyvirus,RefSeq
Escherichia phage 215Ecol030PP,PP328843,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Tequatrovirus; unclassified Tequatrovirus,RefSeq
Escherichia phage 216Ecol046PP,PP328844,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autotranscriptaviridae; Studiervirinae; Kayfunavirus; Kayfunavirus 216Ecol046PP,RefSeq
Escherichia phage 232Ecol030PP,PP355090,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Tequatrovirus; unclassified Tequatrovirus,RefSeq
Escherichia phage 235Ecol030PP,PP355091,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Tequatrovirus; unclassified Tequatrovirus,RefSeq
Escherichia phage 236Ecol005PP,PP434423,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Tequatrovirus; unclassified Tequatrovirus,RefSeq
Escherichia phage 24-32N,PV933157,Escherichia coli,Viruses; unclassified bacterial viruses,RefSeq
Escherichia phage 241Ecol014PP,OR062943,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vequintavirinae; Vequintavirus; unclassified Vequintavirus,RefSeq
Escherichia phage 26,NC_073320,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Sarkviridae; Guernseyvirinae; Kagunavirus; unclassified Kagunavirus,"NCBI Virus, RefSeq"
Escherichia phage 285P,NC_015249,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autotranscriptaviridae; Studiervirinae; Berlinvirus; Berlinvirus 285P,RefSeq
Escherichia phage 303Ecol101PP,OR062944,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Tequatrovirus; unclassified Tequatrovirus,RefSeq
Escherichia phage 308Ecol101PP,OR062945,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Mosigvirus; unclassified Mosigvirus,RefSeq
Escherichia phage 310Ecol104PP,OR062946,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Tequatrovirus; unclassified Tequatrovirus,RefSeq
Escherichia phage 348Ecol098PP,OR062947,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Mosigvirus; unclassified Mosigvirus,RefSeq
Escherichia phage 3W,OM475430,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bievrevirus; unclassified Bievrevirus,RefSeq
Escherichia phage 434,OL657226,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Alegriavirus; unclassified Alegriavirus,RefSeq
Escherichia phage 4E10,OQ689735,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Tequatrovirus; unclassified Tequatrovirus,RefSeq
Escherichia phage 4E8,OQ689734,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mktvariviridae; Gordonclarkvirinae; Suseptimavirus; Suseptimavirus sv4E8,RefSeq
Escherichia phage 4W,OM475432,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lambdavirus; Lambdavirus lambda,RefSeq
Escherichia phage 500465-1,NC_049342,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Wadgaonvirus; Wadgaonvirus wv5004651,RefSeq
Escherichia phage 500465-2,NC_049343,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Gemsvirus; Gemsvirus gv5004652,RefSeq
Escherichia phage 500465-3,CP025902,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Escherichia phage 503046,CP025887,Escherichia coli,Viruses; unclassified bacterial viruses,RefSeq
Escherichia phage 503458,NC_049341,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Xuanwuvirus; Xuanwuvirus xv503458,RefSeq
Escherichia phage 520873,NC_049344,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Xuanwuvirus; Xuanwuvirus xv520873,RefSeq
Escherichia phage 590B,MW722821,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Sarkviridae; Guernseyvirinae; Kagunavirus; unclassified Kagunavirus,RefSeq
Escherichia phage 64795_ec1,NC_031114,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autotranscriptaviridae; Studiervirinae; Teseptimavirus; Teseptimavirus tv64795ec1,RefSeq
Escherichia phage 6947,ON637251,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Escherichia phage 6948,OL362272,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autosignataviridae; Molineuxvirinae; Vectrevirus; Vectrevirus vv6948,RefSeq
Escherichia phage 6949,OL362273,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autosignataviridae; Molineuxvirinae; Vectrevirus; unclassified Vectrevirus,RefSeq
Escherichia phage 899,PV533660,Escherichia coli,Viruses; unclassified bacterial viruses,RefSeq
Escherichia phage 92CQ,PV682554,Escherichia coli,Viruses; unclassified bacterial viruses,RefSeq
Escherichia phage 9W,OM475431,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Peduovirus; unclassified Peduovirus,RefSeq
Escherichia phage a15,OQ067373,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Tequatrovirus; unclassified Tequatrovirus,RefSeq
Escherichia phage a20,OQ067374,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Mosigvirus; unclassified Mosigvirus,RefSeq
Escherichia phage A221,ON862890,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Ackermannviridae; Aglimvirinae; unclassified Aglimvirinae,RefSeq
Escherichia phage a48,OQ067375,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Tequatrovirus; unclassified Tequatrovirus,RefSeq
Escherichia phage a51,OQ067376,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Tequatrovirus; unclassified Tequatrovirus,RefSeq
Escherichia phage A6-1,PQ510733,Escherichia coli,Viruses; unclassified bacterial viruses,RefSeq
Escherichia phage A6-6,PQ510734,Escherichia coli,Viruses; unclassified bacterial viruses,RefSeq
Escherichia phage AAPEc6,NC_047769,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autosignataviridae; Molineuxvirinae; Vectrevirus; Vectrevirus AAPEc6,RefSeq
Escherichia phage ADB-2,NC_019725,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Tunavirinae; Tunavirus; Tunavirus ADB2,Literature
Escherichia phage AidaStucki_Bas93,PQ850593,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Escherichia phage alpha3,NC_001330,Escherichia coli,Viruses; Monodnaviria; Sangervirae; Phixviricota; Malgrandaviricetes; Petitvirales; Microviridae; Bullavirinae; Alphatrevirus; Alphatrevirus alpha3,"RefSeq, UniProt"
Escherichia phage Alux-21,PQ589898,Escherichia coli,Viruses; unclassified bacterial viruses,RefSeq
Escherichia phage AnnaHegner_Bas87,PQ850594,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Escherichia phage AnnaIndermaur_Bas104,PQ850595,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Escherichia phage AnnaReinhart_Bas75,PQ850596,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Escherichia phage Antha,PP925826,Escherichia coli,Viruses; unclassified bacterial viruses,RefSeq
Escherichia phage AN_ECEAS,PP944860,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Braunvirinae; unclassified Braunvirinae,RefSeq
Escherichia phage APCEc01,NC_029091,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Mosigvirus; Mosigvirus mar005p1,RefSeq
Escherichia phage APC_JM3.2,MG197996,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lederbergvirus; unclassified Lederbergvirus,RefSeq
Escherichia phage APECc02,NC_041869,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vequintavirinae; Vequintavirus; Vequintavirus nomine; Vequintavirus APECc02,RefSeq
Escherichia phage APTC-EC-2A,OK274152,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus gee4498,RefSeq
Escherichia phage Aragogtheria,OR896826,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Krischvirus; unclassified Krischvirus,RefSeq
Escherichia phage ASU11,ON416862,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes,RefSeq
Escherichia phage AV101,OQ973471,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Ackermannviridae; Aglimvirinae; unclassified Aglimvirinae,RefSeq
Escherichia phage AV102,OR352933,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autoscriptoviridae; Slopekvirinae; Drulisvirus; unclassified Drulisvirus,RefSeq
Escherichia phage AV103,OR352934,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographivirales; Autotranscriptaviridae; Studiervirinae; Teseptimavirus; unclassified Teseptimavirus,RefSeq
Escherichia phage AV104,OR352935,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Sarkviridae; Guernseyvirinae; Kagunavirus; unclassified Kagunavirus,RefSeq
Escherichia phage AV105,OR352936,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Tempevirinae; Warwickvirus; unclassified Warwickvirus,RefSeq
Escherichia phage AV106,OR352937,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Drexlerviridae; Tunavirinae; Tunavirus; unclassified Tunavirus,RefSeq
Escherichia phage AV108,OR352938,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Krischvirus; unclassified Krischvirus,RefSeq
Escherichia phage AV109,OR352939,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Mosigvirus; unclassified Mosigvirus,RefSeq
Escherichia phage AV110,OR352940,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Mosigvirus; unclassified Mosigvirus,RefSeq
Escherichia phage AV111,OR352941,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Mosigvirus; unclassified Mosigvirus,RefSeq
Escherichia phage AV112,OR352942,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Mosigvirus; unclassified Mosigvirus,RefSeq
Escherichia phage AV113,OR352943,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Mosigvirus; unclassified Mosigvirus,RefSeq
Escherichia phage AV114,OR352944,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Mosigvirus; unclassified Mosigvirus,RefSeq
Escherichia phage AV115,OR352945,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Mosigvirus; unclassified Mosigvirus,RefSeq
Escherichia phage AV116,OR352946,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Mosigvirus; unclassified Mosigvirus,RefSeq
Escherichia phage AV117,OR352947,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Mosigvirus; unclassified Mosigvirus,RefSeq
Escherichia phage AV118,OR352948,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Mosigvirus; unclassified Mosigvirus,RefSeq
Escherichia phage AV119,OR352949,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Tequatrovirus; unclassified Tequatrovirus,RefSeq
Escherichia phage AV120,OR352950,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Tequatrovirus; unclassified Tequatrovirus,RefSeq
Escherichia phage AV121,OR352951,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Tequatrovirus; unclassified Tequatrovirus,RefSeq
Escherichia phage AV122,OR352952,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pantevenvirales; Straboviridae; Tevenvirinae; Tequatrovirus; unclassified Tequatrovirus,RefSeq
Escherichia phage AV123,OR352953,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Stephanstirmvirinae; Justusliebigvirus; unclassified Justusliebigvirus,RefSeq
Escherichia phage AV124,OR352954,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vequintavirinae; Mydovirus; unclassified Mydovirus,RefSeq
Escherichia phage AV125,OR352955,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Stephanstirmvirinae; Phapecoctavirus; unclassified Phapecoctavirus,RefSeq
Escherichia phage AV126,OR352956,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Stephanstirmvirinae; Phapecoctavirus; unclassified Phapecoctavirus,RefSeq
Escherichia phage AV127,OR352957,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Rosemountvirus; unclassified Rosemountvirus,RefSeq
Escherichia phage AV128,OR352958,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lindbergviridae; Wifcevirus; Wifcevirus AV128,RefSeq
Escherichia phage AV129,OR352959,Escherichia coli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Dhillonvirus; unclassified Dhillonvirus,RefSeq
